compound,icsd,sg,sgname,T11,T22,T33,T12,T13,T23,kappaLmin,kappaLmax,type
La2O2Se1,icsd_025804,164,trigonal,3.21,3.21,3.49,0.00,0.00,0.00,3.21,3.49,ionic
La2O2Te1,icsd_089557,139,tetragonal,2.23,2.23,1.34,0.00,0.00,0.00,1.34,2.23,ionic
La2O4Pd1,icsd_040262,139,tetragonal,41.76,41.76,26.12,0.00,0.00,0.00,26.12,41.76,ionic
La2Rh1Si3,icsd_641751,194,hexagonal,2.71,2.71,2.17,0.00,0.00,0.00,2.17,2.71,ionic
La2Rh3Sn5,icsd_104709,72,orthorhombic,1.56,1.70,1.51,0.00,0.00,0.00,1.51,1.70,ionic
La2S5Sn1,icsd_641853,55,orthorhombic,3.99,3.00,5.04,0.00,0.00,0.00,3.00,5.04,ionic
La3Mo1O7,icsd_247567,62,orthorhombic,7.76,6.05,2.68,0.00,0.00,0.00,2.68,7.76,ionic
La3N6Nb2,icsd_411473,139,tetragonal,13.73,13.73,9.65,0.00,0.00,0.00,9.65,13.73,ionic
La3N6Ta2,icsd_411471,139,tetragonal,8.42,8.42,8.32,0.00,0.00,0.00,8.32,8.42,ionic
La3N6V2,icsd_098477,139,tetragonal,7.35,7.35,6.94,0.00,0.00,0.00,6.94,7.35,ionic
La3Nb1O7,icsd_079481,62,orthorhombic,5.97,5.71,2.86,0.00,0.00,0.00,2.86,5.97,ionic
La3Ni2O6,icsd_249209,139,tetragonal,13.81,13.81,9.99,0.00,0.00,0.00,9.99,13.81,ionic
La3Ni2O7,icsd_091141,63,orthorhombic,5.69,4.19,4.83,0.00,0.00,0.00,4.19,5.69,ionic
La3Ni4Si4,icsd_156997,71,orthorhombic,2.38,2.50,2.56,0.00,0.00,0.00,2.38,2.57,ionic
La3O3Sb1,icsd_380456,12,monoclinic,2.67,3.49,2.60,0.00,1.41,0.00,1.22,4.04,ionic
La3O7Ru1,icsd_091746,63,orthorhombic,8.98,3.49,7.81,0.00,0.00,0.00,3.49,8.98,ionic
La3O7Sb1,icsd_246732,63,orthorhombic,11.53,6.76,10.79,0.00,0.00,0.00,6.76,11.53,ionic
La3Pd4Si4,icsd_156998,71,orthorhombic,2.00,2.32,2.28,0.00,0.00,0.00,2.00,2.32,ionic
La4Ni3O8,icsd_173372,139,tetragonal,8.92,8.92,6.58,0.00,0.00,0.00,6.58,8.92,ionic
La4O4Se3,icsd_014308,38,orthorhombic,2.31,3.09,4.11,0.00,0.00,0.00,2.31,4.11,ionic
La9O5Sb5,icsd_414019,85,tetragonal,1.66,1.66,1.66,0.00,0.00,0.00,1.66,1.67,ionic
Li1Mn1O2,icsd_040486,141,tetragonal,10.29,10.29,8.14,0.00,0.00,0.00,8.14,10.29,ionic
Li1Mn1P1,icsd_026458,129,tetragonal,5.39,5.39,3.73,0.00,0.00,0.00,3.73,5.39,ionic
Li1Mn1Se2,icsd_050817,156,trigonal,4.49,4.49,1.84,0.00,0.00,0.00,1.84,4.49,ionic
Li1Mn1Te2,icsd_110773,156,trigonal,2.29,2.29,0.91,0.00,0.00,0.00,0.91,2.29,ionic
Li1Mo1N2,icsd_071932,160,trigonal,45.31,45.31,13.46,0.00,0.00,0.00,13.46,45.31,ionic
Li1Mo1O2,icsd_165326,12,monoclinic,7.90,18.77,14.39,0.00,4.05,0.00,5.96,18.77,ionic
Li1Mo1O2,icsd_165327,166,trigonal,31.34,31.34,14.78,0.00,0.00,0.00,14.78,31.34,ionic
Li1Mo1S2,icsd_150688,2,triclinic,5.47,5.40,2.99,2.93,2.46,0.00,0.83,8.91,ionic
Li1N1Sr1,icsd_087414,131,tetragonal,15.28,15.28,14.72,0.00,0.00,0.00,14.72,15.28,ionic
Li1Na1S1,icsd_061091,129,tetragonal,2.89,2.89,2.62,0.00,0.00,0.00,2.62,2.89,ionic
Li1Na1Te1,icsd_067274,62,orthorhombic,1.32,1.38,1.29,0.00,0.00,0.00,1.29,1.38,ionic
Li1Nb1O2,icsd_300243,194,hexagonal,20.02,20.02,7.92,0.00,0.00,0.00,7.92,20.02,ionic
Li1Nb1S2,icsd_026284,194,hexagonal,8.29,8.29,4.98,0.00,0.00,0.00,4.98,8.29,ionic
Li1Ni1O2,icsd_164853,6,monoclinic,4.60,8.03,4.36,0.00,2.90,0.00,1.58,8.03,ionic
Li1Ni1O2,icsd_174451,166,trigonal,27.19,27.19,9.74,0.00,0.00,0.00,9.74,27.19,ionic
Li1Ni2P2,icsd_036511,139,tetragonal,3.92,3.92,5.36,0.00,0.00,0.00,3.92,5.36,ionic
Li1O2Rh1,icsd_029213,166,trigonal,13.51,13.51,5.84,0.00,0.00,0.00,5.84,13.51,ionic
Li1O2Sc1,icsd_036124,141,tetragonal,32.43,32.43,9.67,0.00,0.00,0.00,9.67,32.43,ionic
Li1O2V1,icsd_024594,166,trigonal,21.70,21.70,19.17,0.00,0.00,0.00,19.17,21.70,ionic
Li1O5V2,icsd_050982,63,orthorhombic,33.49,5.68,28.21,0.00,0.00,0.00,5.68,33.49,ionic
Li1O5V2,icsd_088639,59,orthorhombic,28.21,31.62,5.70,0.00,0.00,0.00,5.70,31.62,ionic
Li1O5V2,icsd_088640,31,orthorhombic,27.38,30.10,2.81,0.00,0.00,0.00,2.81,30.10,ionic
Li1O5V2,icsd_088642,31,orthorhombic,28.11,5.68,33.64,0.00,0.00,0.00,5.68,33.64,ionic
Li1P1Sr1,icsd_056443,187,hexagonal,3.54,3.54,3.19,0.00,0.00,0.00,3.19,3.54,ionic
Li1P1Sr1,icsd_416889,194,hexagonal,3.09,3.09,2.31,0.00,0.00,0.00,2.31,3.09,ionic
Li1Pd1Si3,icsd_039861,107,tetragonal,3.40,3.40,2.02,0.00,0.00,0.00,2.02,3.40,ionic
Li1Pd2Tl1,icsd_054365,139,tetragonal,1.39,1.39,1.40,0.00,0.00,0.00,1.39,1.41,ionic
Li1Rb1S1,icsd_067254,129,tetragonal,1.54,1.54,1.14,0.00,0.00,0.00,1.14,1.54,ionic
Li1Rb1Se1,icsd_078878,129,tetragonal,1.17,1.17,0.92,0.00,0.00,0.00,0.92,1.18,ionic
Li1Rh3Sn5,icsd_415529,57,orthorhombic,1.90,2.22,2.14,0.00,0.00,0.00,1.90,2.22,ionic
Li1S2Sn1,icsd_023451,164,trigonal,4.83,4.83,3.74,0.00,0.00,0.00,3.74,4.83,ionic
Li1S2Y1,icsd_044957,166,trigonal,8.01,8.01,3.67,0.00,0.00,0.00,3.67,8.01,ionic
Li1Sb1Zn1,icsd_042064,186,hexagonal,2.19,2.19,2.36,0.00,0.00,0.00,2.19,2.36,ionic
Li1Se2Y1,icsd_044963,166,trigonal,4.18,4.18,2.27,0.00,0.00,0.00,2.27,4.18,ionic
Li1Si2Y2,icsd_008160,127,tetragonal,3.14,3.14,3.94,0.00,0.00,0.00,3.14,3.94,ionic
Li1Sn1Y1,icsd_032041,186,hexagonal,1.94,1.94,1.96,0.00,0.00,0.00,1.94,1.96,ionic
Li2Mg8Si4,icsd_181250,1,triclinic,3.25,3.25,2.77,1.82,1.57,0.00,0.73,5.55,ionic
Li2Mn1O3,icsd_021022,15,monoclinic,6.91,7.14,5.43,0.00,2.84,0.00,3.24,9.10,ionic
Li2Mn1O3,icsd_165686,12,monoclinic,7.29,9.41,6.47,0.00,4.48,0.00,2.40,11.37,ionic
Li2N2Na4,icsd_092309,129,tetragonal,1.23,1.23,1.73,0.00,0.00,0.00,1.23,1.73,ionic
Li2N2Zr1,icsd_078790,164,trigonal,25.35,25.35,11.33,0.00,0.00,0.00,11.33,25.35,ionic
Li2Ni1O2,icsd_071421,164,trigonal,27.67,27.67,13.38,0.00,0.00,0.00,13.38,27.67,ionic
Li2Ni1O2,icsd_073874,164,trigonal,27.70,27.70,13.48,0.00,0.00,0.00,13.48,27.70,ionic
Li2Ni1O3,icsd_153094,12,monoclinic,12.26,12.34,8.36,0.00,5.12,0.00,4.83,15.79,ionic
Li2O3Pt1,icsd_246026,12,monoclinic,4.34,4.14,3.07,0.00,1.94,0.00,1.66,5.75,ionic
Li2O3Rh1,icsd_261109,12,monoclinic,4.98,5.72,4.94,0.00,2.20,0.00,2.76,7.16,ionic
Li2O3Ru1,icsd_202611,15,monoclinic,5.62,5.16,4.77,0.00,3.25,0.00,1.92,8.48,ionic
Li2O3Si1,icsd_016626,36,orthorhombic,17.45,15.39,18.01,0.00,0.00,0.00,15.39,18.01,ionic
Li2O3Sn1,icsd_021032,15,monoclinic,4.70,4.56,3.42,0.00,2.05,0.00,1.92,6.20,ionic
Li2O3Ti1,icsd_261236,15,monoclinic,8.48,8.31,5.73,0.00,3.35,0.00,3.49,10.72,ionic
Li2O5Si2,icsd_069300,60,orthorhombic,11.04,12.95,17.64,0.00,0.00,0.00,11.04,17.64,ionic
Li2O5Si2,icsd_280481,37,orthorhombic,20.87,31.26,24.47,0.00,0.00,0.00,20.87,31.26,ionic
Li2O7Si3,icsd_245516,57,orthorhombic,13.15,9.22,9.89,0.00,0.00,0.00,9.22,13.15,ionic
Li2Si1Zn1,icsd_016221,164,trigonal,2.84,2.84,2.32,0.00,0.00,0.00,2.32,2.84,ionic
Li3N2Na3,icsd_092311,115,tetragonal,3.31,3.31,2.05,0.00,0.00,0.00,2.05,3.31,ionic
Li3N2Na3,icsd_092312,6,monoclinic,8.23,3.79,5.24,0.00,2.31,0.00,3.79,9.49,ionic
Li4N2Sr1,icsd_087413,141,tetragonal,5.55,5.55,5.22,0.00,0.00,0.00,5.22,5.55,ionic
Li4P2Sr1,icsd_416888,166,trigonal,3.33,3.33,2.94,0.00,0.00,0.00,2.94,3.33,ionic
Li5Na1Sn4,icsd_012142,160,trigonal,1.37,1.37,1.59,0.00,0.00,0.00,1.37,1.59,ionic
Li8O6Si1,icsd_065176,185,hexagonal,7.33,7.33,7.36,0.00,0.00,0.00,7.33,7.36,ionic
Mg1Na1Sb1,icsd_041797,129,tetragonal,1.42,1.42,1.26,0.00,0.00,0.00,1.26,1.42,ionic
Mg1Na2Sn1,icsd_000262,194,hexagonal,1.43,1.43,1.18,0.00,0.00,0.00,1.18,1.43,ionic
Mg1Nb2O6,icsd_085008,60,orthorhombic,12.83,12.02,17.08,0.00,0.00,0.00,12.02,17.08,ionic
Mg1Ni2P1,icsd_074784,62,orthorhombic,2.81,3.68,2.57,0.00,0.00,0.00,2.57,3.68,ionic
Mg1O3Si1,icsd_066888,62,orthorhombic,29.95,36.75,28.87,0.00,0.00,0.00,28.87,36.75,ionic
Mg1O3Si1,icsd_075738,148,trigonal,52.77,52.77,33.56,0.00,0.00,0.00,33.56,52.77,ionic
Mg1O3Si1,icsd_172737,63,orthorhombic,50.36,25.00,32.66,0.00,0.00,0.00,25.00,50.36,ionic
Mg1O3Ti1,icsd_169652,148,trigonal,30.17,30.17,21.18,0.00,0.00,0.00,21.18,30.17,ionic
Mg1O3V1,icsd_015927,65,orthorhombic,41.02,35.60,28.69,0.00,0.00,0.00,28.69,41.02,ionic
Mg1O5V2,icsd_050981,63,orthorhombic,24.60,11.47,16.49,0.00,0.00,0.00,11.47,24.60,ionic
Mg1P1Pt5,icsd_044928,123,tetragonal,2.25,2.25,2.28,0.00,0.00,0.00,2.25,2.28,ionic
Mg2Mo3O8,icsd_248080,186,hexagonal,13.92,13.92,7.49,0.00,0.00,0.00,7.49,13.92,ionic
Mg2N2Sr1,icsd_410826,164,trigonal,7.10,7.10,6.93,0.00,0.00,0.00,6.93,7.10,ionic
Mg2O4Si1,icsd_027537,139,tetragonal,13.61,13.61,16.55,0.00,0.00,0.00,13.61,16.55,ionic
Mg2Pt1Si1,icsd_068513,194,hexagonal,2.82,2.82,2.33,0.00,0.00,0.00,2.33,2.82,ionic
Mg2Sb2Sr1,icsd_100046,164,trigonal,3.85,3.85,3.21,0.00,0.00,0.00,3.21,3.85,ionic
Mg3Sb2,icsd_642809,164,trigonal,3.17,3.17,3.39,0.00,0.00,0.00,3.17,3.39,ionic
Mn1Mo1N2,icsd_081489,194,hexagonal,16.74,16.74,37.09,0.00,0.00,0.00,16.74,37.09,ionic
Mn1N2W1,icsd_080029,186,hexagonal,13.20,13.20,21.27,0.00,0.00,0.00,13.20,21.27,ionic
Mn1Na1P1,icsd_060728,129,tetragonal,3.99,3.99,1.96,0.00,0.00,0.00,1.96,3.99,ionic
Mn1Na1Sb1,icsd_060733,129,tetragonal,1.43,1.43,1.16,0.00,0.00,0.00,1.16,1.43,ionic
Mn1Na1Se2,icsd_050818,156,trigonal,4.00,4.00,2.33,0.00,0.00,0.00,2.33,4.00,ionic
Mn1Na1Te2,icsd_110774,156,trigonal,1.85,1.85,1.38,0.00,0.00,0.00,1.38,1.85,ionic
Mn1Nb1P1,icsd_068280,62,orthorhombic,7.93,7.83,7.45,0.00,0.00,0.00,7.45,7.93,ionic
Mn1Nb2O6,icsd_015856,60,orthorhombic,10.97,11.01,15.53,0.00,0.00,0.00,10.97,15.54,ionic
Mn1Nb4S8,icsd_643021,194,hexagonal,7.07,7.07,4.53,0.00,0.00,0.00,4.53,7.07,ionic
Mn1Nb4S8,icsd_643022,176,hexagonal,7.07,7.07,4.53,0.00,0.00,0.00,4.53,7.07,ionic
Mn1Nb4Se8,icsd_643024,194,hexagonal,4.06,4.06,2.99,0.00,0.00,0.00,2.99,4.06,ionic
Mn1Ni1Si1,icsd_108590,194,hexagonal,4.02,4.02,6.84,0.00,0.00,0.00,4.02,6.84,ionic
Mn1O3Sc1,icsd_050694,185,hexagonal,9.74,9.74,12.83,0.00,0.00,0.00,9.74,12.83,ionic
Mn1O3Sn1,icsd_029203,148,trigonal,12.86,12.86,9.72,0.00,0.00,0.00,9.72,12.87,ionic
Mn1O3Ti1,icsd_184649,148,trigonal,18.79,18.79,18.74,0.00,0.00,0.00,18.74,18.79,ionic
Mn1O3Y1,icsd_166217,62,orthorhombic,10.09,11.06,8.85,0.00,0.00,0.00,8.85,11.06,ionic
Mn1O3Y1,icsd_422989,194,hexagonal,12.97,12.97,23.74,0.00,0.00,0.00,12.97,23.74,ionic
Mn1O4Sr2,icsd_026560,139,tetragonal,5.59,5.59,6.62,0.00,0.00,0.00,5.59,6.62,ionic
Mn1Rb1Se2,icsd_050819,119,tetragonal,1.50,1.50,1.16,0.00,0.00,0.00,1.16,1.50,ionic
Mn1Rb1Te2,icsd_087984,119,tetragonal,1.13,1.13,0.73,0.00,0.00,0.00,0.73,1.13,ionic
Mn1Rh2Sb1,icsd_076202,123,tetragonal,3.24,3.24,4.17,0.00,0.00,0.00,3.24,4.17,ionic
Mn1S8Ta4,icsd_643474,194,hexagonal,5.54,5.54,3.42,0.00,0.00,0.00,3.42,5.54,ionic
Mn1Si2Ti1,icsd_643674,55,orthorhombic,4.47,4.03,4.74,0.00,0.00,0.00,4.03,4.74,ionic
Mn1Si2Zr1,icsd_643712,55,orthorhombic,3.40,3.46,4.10,0.00,0.00,0.00,3.40,4.10,ionic
Mn1Sn1Sr1,icsd_066951,129,tetragonal,1.95,1.95,1.10,0.00,0.00,0.00,1.10,1.95,ionic
Mn1Sn1Sr1,icsd_066962,129,tetragonal,2.10,2.10,1.05,0.00,0.00,0.00,1.05,2.10,ionic
Mn2Mo3O8,icsd_010144,186,hexagonal,13.40,13.40,6.61,0.00,0.00,0.00,6.61,13.40,ionic
Mn2Na2S3,icsd_036209,15,monoclinic,2.28,3.28,2.15,0.00,1.03,0.00,1.19,3.28,ionic
Mn2Na2Se3,icsd_050820,15,monoclinic,1.52,2.11,1.41,0.00,0.74,0.00,0.72,2.20,ionic
Mn2O3Ta1,icsd_015995,191,hexagonal,5.41,5.41,7.87,0.00,0.00,0.00,5.41,7.87,ionic
Mn2O7P2,icsd_047137,12,monoclinic,41.99,37.18,53.74,0.00,32.63,0.00,14.72,81.02,ionic
Mn2O7Sr3,icsd_051215,139,tetragonal,4.09,4.09,4.08,0.00,0.00,0.00,4.08,4.09,ionic
Mn2O7V2,icsd_024321,12,monoclinic,53.08,27.16,45.72,0.00,14.34,0.00,27.16,64.17,ionic
Mn2P2Sr1,icsd_049019,164,trigonal,8.79,8.79,13.25,0.00,0.00,0.00,8.79,13.25,ionic
Mn2Sb2Sr1,icsd_041790,164,trigonal,2.45,2.45,3.73,0.00,0.00,0.00,2.45,3.73,ionic
Mn2Si2Y1,icsd_643697,139,tetragonal,4.05,4.05,3.99,0.00,0.00,0.00,3.99,4.05,ionic
Mn3Rb2S4,icsd_643392,72,orthorhombic,2.03,1.86,1.62,0.00,0.00,0.00,1.62,2.03,ionic
Mn3Rb2Se4,icsd_078937,72,orthorhombic,1.56,1.47,1.33,0.00,0.00,0.00,1.33,1.56,ionic
Mn4Na3Te6,icsd_087985,12,monoclinic,0.97,0.98,1.16,0.00,0.56,0.00,0.49,1.64,ionic
Mo1Na1O2,icsd_166514,166,trigonal,25.50,25.50,16.37,0.00,0.00,0.00,16.37,25.50,ionic
Mo1O4Sr2,icsd_152123,139,tetragonal,127.79,127.79,78.20,0.00,0.00,0.00,78.20,127.79,ionic
Mo1Pt2Si3,icsd_174199,26,orthorhombic,5.17,5.18,5.51,0.00,0.00,0.00,5.17,5.51,ionic
Mo1Pt3Si4,icsd_261250,62,orthorhombic,3.24,3.22,3.43,0.00,0.00,0.00,3.22,3.43,ionic
Mo2Ni6P3,icsd_020825,59,orthorhombic,3.46,3.38,3.50,0.00,0.00,0.00,3.38,3.50,ionic
Mo3O8Zn2,icsd_248083,186,hexagonal,11.38,11.38,6.20,0.00,0.00,0.00,6.20,11.38,ionic
N1Nb1O1,icsd_262573,14,monoclinic,26.05,35.47,27.70,0.00,12.21,0.00,14.66,39.09,ionic
N1Ni1Sr1,icsd_079439,62,orthorhombic,5.09,5.40,4.88,0.00,0.00,0.00,4.88,5.40,ionic
N1O1Ta1,icsd_098662,14,monoclinic,17.63,23.89,18.61,0.00,7.99,0.00,10.13,26.12,ionic
N1P1V3,icsd_644620,63,orthorhombic,22.65,16.91,30.74,0.00,0.00,0.00,16.91,30.74,ionic
N2Na1Nb1,icsd_072557,166,trigonal,45.28,45.28,10.53,0.00,0.00,0.00,10.53,45.28,ionic
N2Na1Ta1,icsd_076382,166,trigonal,43.95,43.95,9.29,0.00,0.00,0.00,9.29,43.95,ionic
N2O1Si2,icsd_098645,15,monoclinic,31.78,35.98,36.37,0.00,9.85,0.00,23.98,44.17,ionic
N2S1Zr2,icsd_096970,164,trigonal,21.78,21.78,18.54,0.00,0.00,0.00,18.54,21.79,ionic
N2S1Zr2,icsd_096971,194,hexagonal,5.12,5.12,4.93,0.00,0.00,0.00,4.93,5.12,ionic
N2Sc1Ta1,icsd_055421,194,hexagonal,22.69,22.69,23.20,0.00,0.00,0.00,22.69,23.20,ionic
N2Sr1Ti1,icsd_085770,129,tetragonal,13.05,13.05,10.94,0.00,0.00,0.00,10.94,13.05,ionic
N2Sr1Zr1,icsd_082537,166,trigonal,28.17,28.17,29.40,0.00,0.00,0.00,28.17,29.41,ionic
N3P1Zn2,icsd_422150,36,orthorhombic,32.09,30.48,37.54,0.00,0.00,0.00,30.48,37.54,ionic
N5Na1Ta3,icsd_084911,63,orthorhombic,10.03,7.91,7.62,0.00,0.00,0.00,7.62,10.03,ionic
Na1Nb1O2,icsd_300244,194,hexagonal,16.76,16.76,8.88,0.00,0.00,0.00,8.88,16.76,ionic
Na1Nb1O3,icsd_038314,29,orthorhombic,5.77,6.40,5.29,0.00,0.00,0.00,5.29,6.40,ionic
Na1Nb1O3,icsd_247314,62,orthorhombic,9.93,11.37,9.53,0.00,0.00,0.00,9.53,11.37,ionic
Na1Nb1O3,icsd_247316,33,orthorhombic,25.15,22.51,23.84,0.00,0.00,0.00,22.51,25.15,ionic
Na1Nb1S2,icsd_026285,194,hexagonal,6.67,6.67,5.31,0.00,0.00,0.00,5.31,6.67,ionic
Na1Nb1Se2,icsd_026287,194,hexagonal,3.61,3.61,3.03,0.00,0.00,0.00,3.03,3.61,ionic
Na1Ni1O2,icsd_085317,12,monoclinic,7.20,25.41,10.33,0.00,6.73,0.00,1.87,25.41,ionic
Na1O1Rb1,icsd_061092,129,tetragonal,1.47,1.47,1.12,0.00,0.00,0.00,1.12,1.47,ionic
Na1O2Rh1,icsd_066280,166,trigonal,17.09,17.09,6.71,0.00,0.00,0.00,6.71,17.09,ionic
Na1O2Ru1,icsd_170347,166,trigonal,7.35,7.35,6.91,0.00,0.00,0.00,6.91,7.35,ionic
Na1O2Sc1,icsd_025729,166,trigonal,30.88,30.88,12.16,0.00,0.00,0.00,12.16,30.88,ionic
Na1O2Ti1,icsd_085658,166,trigonal,27.46,27.46,17.28,0.00,0.00,0.00,17.28,27.46,ionic
Na1O2Tl1,icsd_033630,166,trigonal,4.98,4.98,2.89,0.00,0.00,0.00,2.89,4.98,ionic
Na1O2V1,icsd_420136,12,monoclinic,22.06,20.82,20.31,0.00,6.67,0.00,14.47,27.90,ionic
Na1O2V1,icsd_420137,166,trigonal,20.34,20.34,20.31,0.00,0.00,0.00,20.31,20.34,ionic
Na1O3Sb1,icsd_078416,148,trigonal,8.16,8.16,2.48,0.00,0.00,0.00,2.48,8.16,ionic
Na1O3Sb1,icsd_098978,62,orthorhombic,10.48,11.50,9.36,0.00,0.00,0.00,9.36,11.50,ionic
Na1O3V1,icsd_029450,62,orthorhombic,2.50,5.28,1.78,0.00,0.00,0.00,1.78,5.28,ionic
Na1P1Zn1,icsd_061083,129,tetragonal,2.36,2.36,1.93,0.00,0.00,0.00,1.93,2.36,ionic
Na1P1Zn1,icsd_160955,129,tetragonal,2.36,2.36,1.93,0.00,0.00,0.00,1.93,2.36,ionic
Na1Pd3Si2,icsd_041686,44,orthorhombic,2.15,1.94,3.07,0.00,0.00,0.00,1.94,3.07,ionic
Na1Rb1S1,icsd_068489,129,tetragonal,1.29,1.29,1.11,0.00,0.00,0.00,1.11,1.29,ionic
Na1S2Sn1,icsd_023450,166,trigonal,2.86,2.86,2.43,0.00,0.00,0.00,2.43,2.86,ionic
Na1S2Ti1,icsd_026305,166,trigonal,11.90,11.90,7.67,0.00,0.00,0.00,7.67,11.90,ionic
Na1S2V1,icsd_076541,166,trigonal,9.49,9.49,8.02,0.00,0.00,0.00,8.02,9.49,ionic
Na1S2V1,icsd_644993,164,trigonal,7.52,7.52,7.56,0.00,0.00,0.00,7.52,7.56,ionic
Na1S2V1,icsd_644994,160,trigonal,7.05,7.05,9.05,0.00,0.00,0.00,7.05,9.05,ionic
Na1S2Y1,icsd_076543,166,trigonal,7.81,7.81,3.53,0.00,0.00,0.00,3.53,7.81,ionic
Na1Sb1Zn1,icsd_012154,129,tetragonal,0.80,0.80,0.87,0.00,0.00,0.00,0.80,0.87,ionic
Na1Sb1Zn1,icsd_645023,129,tetragonal,0.80,0.80,0.87,0.00,0.00,0.00,0.80,0.87,ionic
Na1Se2V1,icsd_076549,12,monoclinic,4.01,3.63,3.29,0.00,2.25,0.00,1.38,5.93,ionic
Na1Se2V1,icsd_077597,166,trigonal,5.20,5.20,3.05,0.00,0.00,0.00,3.05,5.20,ionic
Na2O2Zn1,icsd_404761,14,monoclinic,3.22,4.33,3.46,0.00,1.40,0.00,1.94,4.74,ionic
Na2O3Pd1,icsd_245609,15,monoclinic,4.35,4.35,3.42,0.00,2.14,0.00,1.70,6.07,ionic
Na2O3Pt1,icsd_025019,15,monoclinic,3.48,3.47,2.64,0.00,1.74,0.00,1.27,4.85,ionic
Na2O3Ru1,icsd_097584,15,monoclinic,5.06,5.11,3.44,0.00,2.30,0.00,1.81,6.69,ionic
Na2O3Si1,icsd_024664,36,orthorhombic,7.79,6.93,8.43,0.00,0.00,0.00,6.93,8.43,ionic
Na2O3Ti1,icsd_183666,71,orthorhombic,8.13,22.81,22.77,0.00,0.00,0.00,8.13,22.81,ionic
Na2O3Zn2,icsd_025617,14,monoclinic,8.25,6.54,7.38,0.00,4.56,0.00,3.25,12.38,ionic
Na2O4Te1,icsd_001108,60,orthorhombic,2.85,3.26,5.34,0.00,0.00,0.00,2.85,5.34,ionic
Na2O5Si2,icsd_034669,60,orthorhombic,6.23,6.34,6.09,0.00,0.00,0.00,6.09,6.34,ionic
Na2O5Si2,icsd_080378,29,orthorhombic,3.56,7.29,5.92,0.00,0.00,0.00,3.56,7.29,ionic
Na2O5Si2,icsd_088662,14,monoclinic,5.46,4.14,5.25,0.00,2.51,0.00,2.84,7.87,ionic
Na2Pt4Se6,icsd_078788,186,hexagonal,1.51,1.51,0.68,0.00,0.00,0.00,0.68,1.51,ionic
Na2Se3Zr1,icsd_412158,12,monoclinic,2.04,2.05,1.61,0.00,1.00,0.00,0.80,2.85,ionic
Na2Sn4Sr1,icsd_261117,15,monoclinic,0.98,0.92,0.97,0.00,0.53,0.00,0.44,1.50,ionic
Nb1O4Sb1,icsd_040012,33,orthorhombic,9.14,5.20,10.61,0.00,0.00,0.00,5.20,10.61,ionic
Nb1O4Sb1,icsd_040014,52,orthorhombic,13.56,6.93,12.01,0.00,0.00,0.00,6.93,13.56,ionic
Nb1P1S1,icsd_016075,71,orthorhombic,9.36,14.07,20.22,0.00,0.00,0.00,9.36,20.22,ionic
Nb1P1Se1,icsd_016076,71,orthorhombic,7.56,11.08,3.76,0.00,0.00,0.00,3.76,11.08,ionic
Nb1P1Zr1,icsd_075008,62,orthorhombic,4.87,4.29,4.71,0.00,0.00,0.00,4.29,4.87,ionic
Nb2Ni1O6,icsd_015853,60,orthorhombic,6.83,6.30,9.96,0.00,0.00,0.00,6.30,9.96,ionic
Nb2O6Sn1,icsd_163815,15,monoclinic,14.04,14.71,16.09,0.00,12.31,0.00,2.76,27.37,ionic
Nb2O6Sr1,icsd_060782,14,monoclinic,10.61,5.92,6.35,0.00,4.04,0.00,3.92,13.04,ionic
Nb2O6Zn1,icsd_036290,60,orthorhombic,10.74,9.62,14.77,0.00,0.00,0.00,9.62,14.77,ionic
Nb4Ni1S8,icsd_645094,194,hexagonal,3.82,3.82,2.29,0.00,0.00,0.00,2.29,3.82,ionic
Nb4Ni1Se8,icsd_645099,194,hexagonal,3.28,3.28,1.79,0.00,0.00,0.00,1.79,3.28,ionic
Nb4S8Ti1,icsd_645332,194,hexagonal,6.78,6.78,4.15,0.00,0.00,0.00,4.15,6.78,ionic
Nb4S8V1,icsd_645339,194,hexagonal,6.82,6.82,3.52,0.00,0.00,0.00,3.52,6.82,ionic
Nb5Pb1Se8,icsd_657511,12,monoclinic,1.83,2.23,1.88,0.00,1.22,0.00,0.64,3.08,ionic
Nb5Se8Sn1,icsd_657512,12,monoclinic,1.90,2.35,1.98,0.00,1.29,0.00,0.65,3.23,ionic
Nb5Se8Sr1,icsd_657513,12,monoclinic,2.64,2.89,2.48,0.00,1.84,0.00,0.72,4.40,ionic
Ni1O2Sr1,icsd_036123,63,orthorhombic,3.79,11.31,14.45,0.00,0.00,0.00,3.79,14.45,ionic
Ni1O3Tl1,icsd_093507,62,orthorhombic,5.83,5.43,4.04,0.00,0.00,0.00,4.04,5.83,ionic
Ni1O3Tl1,icsd_095948,14,monoclinic,7.13,6.58,4.74,0.00,3.84,0.00,1.92,9.95,ionic
Ni1P1Rh1,icsd_646132,129,tetragonal,3.97,3.97,6.04,0.00,0.00,0.00,3.97,6.04,ionic
Ni1P1Y1,icsd_646184,194,hexagonal,3.06,3.06,2.68,0.00,0.00,0.00,2.68,3.06,ionic
Ni1P1Zr1,icsd_076678,194,hexagonal,6.80,6.80,6.32,0.00,0.00,0.00,6.32,6.80,ionic
Ni1P2Zr1,icsd_646193,129,tetragonal,4.51,4.51,4.48,0.00,0.00,0.00,4.48,4.51,ionic
Ni1P2Zr2,icsd_646195,194,hexagonal,6.20,6.20,4.69,0.00,0.00,0.00,4.69,6.20,ionic
